post_id,post_date,is_published,email_sent_at,inbox_sent_at,type,audience,title,subtitle,podcast_url
69989321.memo-178-pissivad-inglid,2022-08-29T05:30:37.552Z,true,2022-08-29T05:30:37.725Z,2022-08-29T05:30:37.725Z,newsletter,everyone,Memo # 178: Pissivad inglid,,
69488493.memo-177-omad-ka-teisel-pool,2022-08-22T05:30:14.580Z,true,2022-08-22T05:30:14.810Z,2022-08-22T05:30:14.810Z,newsletter,everyone,Memo #177: Omad ka teisel pool,,
68599522.memo-176-promptomaania,2022-08-15T05:30:45.782Z,true,2022-08-15T05:30:45.971Z,2022-08-15T05:30:45.971Z,newsletter,everyone,Memo #176: Promptomaania,,
67425350.memo-175-voora-moistuse-uha-retsimad,2022-08-08T05:30:10.479Z,true,2022-08-08T05:30:10.616Z,2022-08-08T05:30:10.616Z,newsletter,everyone,Memo #175: Võõra mõistuse pintslitõmbed,,
66641032.parandatud-memo-174-ainult-voltsid,2022-08-01T09:13:32.125Z,true,2022-08-01T09:13:32.857Z,2022-08-01T09:13:32.857Z,newsletter,everyone,Parandatud memo #174: Ainult võltsid jäävad ellu,,
66349855.memo-174-ainult-voltsid-jaavad-ellu,2022-08-01T05:30:17.077Z,true,2022-08-01T05:30:17.217Z,2022-08-01T05:30:17.217Z,newsletter,everyone,Memo #174: Ainult võltsid jäävad ellu,,
65442364.memo-173-visualiseerimise-volud,2022-07-25T05:30:10.839Z,true,2022-07-25T05:30:10.953Z,2022-07-25T05:30:10.953Z,newsletter,everyone,Memo #173: Visualiseerimise võlud,,
64449913.memo-172-rohkem-konteksti-kollapsit,2022-07-18T05:31:01.967Z,true,2022-07-18T05:31:02.081Z,2022-07-18T05:31:02.081Z,newsletter,everyone,Memo #172: Rohkem konteksti kollapsit!,,
63231475.memo-171-asjad-on-muutumas,2022-07-11T05:30:03.630Z,true,2022-07-11T05:30:03.806Z,2022-07-11T05:30:03.806Z,newsletter,everyone,Memo #171: Asjad on muutumas,,
62212972.memo-170-kasvavad,2022-07-04T05:30:06.660Z,true,2022-07-04T05:30:06.781Z,2022-07-04T05:30:06.781Z,newsletter,everyone,Memo #170: Kasvavad,,
60133676.memo-168-selge-peaga-inimesed,2022-06-20T05:30:22.332Z,true,2022-06-20T05:30:22.397Z,2022-06-20T05:30:22.397Z,newsletter,everyone,Memo #168: Selge peaga inimesed,,
59852097.memo-169-ei-sugugi,2022-06-27T05:30:02.234Z,true,2022-06-27T05:30:02.360Z,2022-06-27T05:30:02.360Z,newsletter,everyone,Memo #169: Ei sugugi,,
59108719.memo-167-kui-roolis-on-knievel,2022-06-13T05:30:14.873Z,true,2022-06-13T05:30:14.963Z,2022-06-13T05:30:14.963Z,newsletter,everyone,Memo #167: Kui roolis on Knievel,,
57919945.memo-166-kas-sa-ikka-tahaksid-erakorralisi,2022-06-06T05:30:26.488Z,true,2022-06-06T05:30:26.578Z,2022-06-06T05:30:26.578Z,newsletter,everyone,Memo #166: Kas sa ikka tahaksid erakorralisi valimisi?,,
56966310.memo-165-pohjuseid-pessimismiks,2022-05-30T05:30:39.256Z,true,2022-05-30T05:30:39.403Z,2022-05-30T05:30:39.403Z,newsletter,everyone,Memo #165: Põhjuseid pessimismiks,,
55907348.memo-164-ratas-liikluses-ja-parasiit,2022-05-23T05:30:33.860Z,true,2022-05-23T05:30:34.003Z,2022-05-23T05:30:34.003Z,newsletter,everyone,Memo #164: Ratas liikluses ja parasiit ajus,,
54980031.memo-163-investeerimishuviline-mees,2022-05-16T05:30:28.392Z,true,2022-05-16T05:30:28.518Z,2022-05-16T05:30:28.518Z,newsletter,everyone,Memo #163: Investeerimishuviline mees kaotas pea,,
53965006.memo-162-vabaduse-suurendamise-viisid,2022-05-09T05:30:46.519Z,true,2022-05-09T05:30:46.592Z,2022-05-09T05:30:46.592Z,newsletter,everyone,Memo #162: Vabaduse suurendamise viisid,,
53180544.memo-161-narri-mehe-signaali-mitte,2022-05-02T05:30:34.711Z,true,2022-05-02T05:30:34.821Z,2022-05-02T05:30:34.821Z,newsletter,everyone,"Memo #161: Narri mehe signaali, mitte tema mütsi",,
52757953.memo-160-kujuteldavad-kaaslased,2022-04-25T05:30:36.064Z,true,2022-04-25T05:30:36.176Z,2022-04-25T05:30:36.176Z,newsletter,everyone,Memo #160: Kujuteldavad kaaslased ,,
52285524.memo-159-kuidas-juhtida-vorke,2022-04-18T05:30:31.868Z,true,2022-04-18T05:30:31.925Z,2022-04-18T05:30:31.925Z,newsletter,everyone,Memo #159: Kuidas juhtida võrke,,
51945862.memo-158-eesliinil,2022-04-11T05:30:37.637Z,true,2022-04-11T05:30:37.722Z,2022-04-11T05:30:37.722Z,newsletter,everyone,Memo #158: Eesliinil,,
51489788.memo-157-ettevalmistus-aitab,2022-04-04T05:30:50.633Z,true,2022-04-04T05:30:50.759Z,2022-04-04T05:30:50.759Z,newsletter,everyone,Memo #157: Ettevalmistus aitab,,
51078249.memo-156-tukike-headust,2022-03-28T07:30:29.141Z,true,2022-03-28T07:30:29.229Z,2022-03-28T07:30:29.229Z,newsletter,everyone,Memo #156: Tükike headust,,
50649086.memo-155-oiglane-palk,2022-03-21T06:30:35.920Z,true,2022-03-21T06:30:36.031Z,2022-03-21T06:30:36.031Z,newsletter,everyone,Memo #155: Õiglane palk,,
50196153.memo-154-ladu,2022-03-14T06:30:35.293Z,true,2022-03-14T06:30:35.396Z,2022-03-14T06:30:35.396Z,newsletter,everyone,Memo #154: Ladu,,
49782718.memo-153-reaalpoliitika-ja-reaalsed,2022-03-07T06:30:31.448Z,true,2022-03-07T06:30:31.527Z,2022-03-07T06:30:31.527Z,newsletter,everyone,Memo #153: Reaalpoliitika ja reaalsed sammud,,
49397319.memo-152-inimestele-siin-ja-praegu,2022-02-28T06:30:43.930Z,true,2022-02-28T06:30:44.031Z,2022-02-28T06:30:44.031Z,newsletter,everyone,Memo #152: Inimestele siin ja praegu,,
49025130.memo-151-vabalt,2022-02-21T06:30:31.925Z,true,2022-02-21T06:30:32.047Z,2022-02-21T06:30:32.047Z,newsletter,everyone,Memo #151: Vabaduse keerdkäigud,,
48642728.memo-150-vaimsusest-ja-supermuuladest,2022-02-14T06:30:42.234Z,true,2022-02-14T06:30:42.312Z,2022-02-14T06:30:42.312Z,newsletter,everyone,Memo 150: Vaimsusest ja supermuuladest,,
48293699.memo-149-sadelev-varav-elu-lopus,2022-02-07T06:30:32.572Z,true,2022-02-07T06:30:32.649Z,2022-02-07T06:30:32.649Z,newsletter,everyone,Memo #149: Sädelev värav elu lõpus,,
47898932.memo-148-uks-sarv-kaks-sarve-kolm,2022-01-31T06:30:35.209Z,true,2022-01-31T06:30:35.305Z,2022-01-31T06:30:35.305Z,newsletter,everyone,"Memo #148: Üks sarv, kaks sarve, kolm...",,
47471581.memo-147-acta-ja-anderson,2022-01-24T06:30:35.543Z,true,2022-01-24T06:30:35.609Z,2022-01-24T06:30:35.609Z,newsletter,everyone,Memo #147: ACTA ja Anderson,,
47115841.memo-146-peaministri-nadal,2022-01-17T06:30:38.787Z,true,2022-01-17T06:30:38.901Z,2022-01-17T06:30:38.901Z,newsletter,everyone,Memo #146: Peaministri nädal,,
46793501.memo-145-,2022-01-10T06:30:36.628Z,true,2022-01-10T06:30:36.753Z,2022-01-10T06:30:36.753Z,newsletter,everyone,Memo #145: 😁 - 🙂 - 😟,,
46441446.memo-144-etuudid-2022-algusest,2022-01-03T06:30:48.757Z,true,2022-01-03T06:30:48.873Z,2022-01-03T06:30:48.873Z,newsletter,everyone,Memo #144: Etüüdid 2022 algusest,,
46010312.memo-143-naised-votke-ule,2021-12-27T06:52:09.772Z,true,2021-12-27T06:52:09.834Z,2021-12-27T06:52:09.834Z,newsletter,everyone,"Memo #143: Naised, võtke üle",,
45361277.memo-142-juhi-joulud,2021-12-20T06:30:44.272Z,true,2021-12-20T06:30:44.399Z,2021-12-20T06:30:44.399Z,newsletter,everyone,Memo #142: Juhi jõulud,,
45328583.memo-141-krupto-web3,2021-12-13T06:30:59.311Z,true,2021-12-13T06:30:59.477Z,2021-12-13T06:30:59.477Z,newsletter,everyone,Memo #141: Krüpto -> Web3,,
44980085.memo-140-eetika-ja-kompetents,2021-12-06T06:30:32.034Z,true,2021-12-06T06:30:32.251Z,2021-12-06T06:30:32.251Z,newsletter,everyone,Memo #140: Eetika ja kompetents,,
44648051.memo-139-hiina-sitt-ja-teadetetahvel,2021-11-29T06:30:38.620Z,true,2021-11-29T06:30:38.942Z,2021-11-29T06:30:38.942Z,newsletter,everyone,"Memo #139: Hiina, sitt ja teadetetahvel",,
44338981.memo-138-leeriaeg,2021-11-22T06:30:35.131Z,true,2021-11-22T06:30:35.264Z,2021-11-22T06:30:35.264Z,newsletter,everyone,Memo #138: Leeriaeg,,
44016895.memo-137-asutajatelt-parijatele-ii,2021-11-15T06:30:40.545Z,true,2021-11-15T06:30:40.649Z,2021-11-15T06:30:40.649Z,newsletter,everyone,"Memo #137: asutajatelt pärijatele, II",,
43651613.memo-136-asutajate-haabuvad-sonumid,2021-11-08T06:30:51.836Z,true,2021-11-08T06:30:51.926Z,2021-11-08T06:30:51.926Z,newsletter,everyone,Memo #136: Asutajatelt pärijatele,,
43308146.memo-135-endised-kuulsused,2021-11-01T06:30:45.661Z,true,2021-11-01T06:30:45.743Z,2021-11-01T06:30:45.743Z,newsletter,everyone,Memo #135: Endised kuulsused,,
42996077.memo-134-kalmaarimangud-eestis,2021-10-25T05:30:40.379Z,true,2021-10-25T05:30:40.473Z,2021-10-25T05:30:40.473Z,newsletter,everyone,"Memo #134: üks kokkupoole, kaks lahkupoole...",,
42679178.memo-133-lonksuke-rahva-eest,2021-10-18T09:13:32.293Z,true,2021-10-18T09:13:32.313Z,2021-10-18T09:13:32.313Z,newsletter,everyone,Memo #133: Lonksuke rahva eest,,
42403082.memo-132-vahtkonnavahetus,2021-10-11T05:30:11.199Z,true,2021-10-11T05:30:11.252Z,2021-10-11T05:30:11.252Z,newsletter,everyone,Memo #132: Vahtkonnavahetus,,
42085271.memo-131-kuri-olla-on-agedam-kui,2021-10-04T05:30:23.163Z,true,2021-10-04T05:30:23.242Z,2021-10-04T05:30:23.242Z,newsletter,everyone,Memo #131: Kuri olla on ägedam kui loll olla,,
41694099.memo-130-viimane-naine,2021-09-27T05:30:31.615Z,true,2021-09-27T05:30:31.673Z,2021-09-27T05:30:31.673Z,newsletter,everyone,Memo #130: Viimane naine,,
41489342.memo-129-linnas,2021-09-20T05:30:42.518Z,true,2021-09-20T05:30:42.556Z,2021-09-20T05:30:42.556Z,newsletter,everyone,Memo #129: Linnas,,
41187457.memo-128-jousaali-muskel,2021-09-13T05:30:33.428Z,true,2021-09-13T05:30:33.503Z,2021-09-13T05:30:33.503Z,newsletter,everyone,Memo #128: Jõusaali muskel,,
40665016.memo-127-kurjad-linnud,2021-09-06T05:30:25.953Z,true,2021-09-06T05:30:25.988Z,2021-09-06T05:30:25.988Z,newsletter,everyone,Memo #127: Kurjad linnud,,
40619259.memo-126-kas-su-kaamera-on-aktuaalne,2021-08-30T05:30:14.496Z,true,2021-08-30T05:30:14.533Z,2021-08-30T05:30:14.533Z,newsletter,everyone,Memo #126: Kas Su kaamera on aktuaalne?,,
40313117.memo-125-jatkugu-jatkupaevad,2021-08-23T05:30:38.071Z,true,2021-08-23T05:30:38.107Z,2021-08-23T05:30:38.107Z,newsletter,everyone,Memo #125: Jätkugu jätkupäevad,,
40004842.memo-124-president,2021-08-16T05:30:02.763Z,true,2021-08-16T05:30:02.805Z,2021-08-16T05:30:02.805Z,newsletter,everyone,Memo #124: President,,
39684459.memo-123-erinevad-rohud,2021-08-09T05:30:46.423Z,true,2021-08-09T05:30:46.454Z,2021-08-09T05:30:46.454Z,newsletter,everyone,Memo #123: Erinevad rohud,,
39417042.memo-122-maa-tuleb-taita-lugudega,2021-08-02T05:30:54.077Z,true,2021-08-02T05:30:54.148Z,2021-08-02T05:30:54.148Z,newsletter,everyone,Memo #122: Maa tuleb täita lugudega,,
39175862.memo-121-tomat-metaversum-ja-president,2021-07-26T05:30:00.992Z,true,2021-07-26T05:30:01.081Z,2021-07-26T05:30:01.081Z,newsletter,everyone,"Memo #121: Tomat, metaversum ja president",,
38895013.memo-120-teaduslik-fantastika,2021-07-19T05:30:36.211Z,true,2021-07-19T05:30:36.249Z,2021-07-19T05:30:36.249Z,newsletter,everyone,Memo #120: Teaduslik fantastika,,
38556854.memo-119-idast-laande,2021-07-12T05:30:02.550Z,true,2021-07-12T05:30:02.686Z,2021-07-12T05:30:02.686Z,newsletter,everyone,Memo #119: Idast Läände,,
38368120.memo-118-stanford-ja-eesti,2021-07-05T05:30:15.113Z,true,2021-07-05T05:30:15.206Z,2021-07-05T05:30:15.206Z,newsletter,everyone,Memo #118: Stanford ja Eesti,,
38063852.memo-117-autodeta,2021-06-28T05:30:36.360Z,true,2021-06-28T05:30:36.474Z,2021-06-28T05:30:36.474Z,newsletter,everyone,Memo #117: Autodeta,,
37745003.memo-116-vasinud-vanad-teadlased,2021-06-21T05:30:30.785Z,true,2021-06-21T05:30:30.902Z,2021-06-21T05:30:30.902Z,newsletter,everyone,Memo #116: sinu põlvkond on sinu vangla,,
37514276.memo-115-lahikontakt,2021-06-14T05:30:09.079Z,true,2021-06-14T05:30:09.174Z,2021-06-14T05:30:09.174Z,newsletter,everyone,Memo #115: Lähikontakt,,
37248940.memo-114-otsas,2021-06-07T05:30:04.606Z,true,2021-06-07T05:30:04.661Z,2021-06-07T05:30:04.661Z,newsletter,everyone,Memo #114: Otsas,,
36979354.memo-113-maa-hoim-illuminaatoris,2021-05-31T05:30:18.446Z,true,2021-05-31T05:30:18.518Z,2021-05-31T05:30:18.518Z,newsletter,everyone,Memo #113: Maa-hõim illuminaatoris,,
36738272.memo-112-memme-kaest-veeresin-taadi,2021-05-24T05:30:55.668Z,true,2021-05-24T05:30:55.748Z,2021-05-24T05:30:55.748Z,newsletter,everyone,"Memo #112: Memme käest veeresin, taadi käest...",,
36466593.memo-111-memo-kirjutavad-jalle-inimesed,2021-05-17T05:30:04.150Z,true,2021-05-17T05:30:04.214Z,2021-05-17T05:30:04.214Z,newsletter,everyone,Memo #111: Memo kirjutavad jälle inimesed,,
36209957.memo-110-saga-sai-ricky-gervaisilt,2021-05-10T05:30:48.621Z,true,2021-05-10T05:30:48.780Z,2021-05-10T05:30:48.780Z,newsletter,everyone,"Memo #110: ""Säga sai Ricky Gervaisilt inteka""",,
35844406.memo-109-koigest-mis-meid-lahutab,2021-05-03T06:00:53.907Z,true,2021-05-03T06:00:53.953Z,2021-05-03T06:00:53.953Z,newsletter,everyone,"Memo #109: Kõigest, mis meid lahutab",,
35561499.memo-108-uued-tuved-vanad-maskid,2021-04-26T05:30:30.192Z,true,2021-04-26T05:30:30.305Z,2021-04-26T05:30:30.305Z,newsletter,everyone,"Memo #108: Uued tüved, vanad maskid ja turundus",,
35260267.memo-107-sopradele,2021-04-19T05:30:32.850Z,true,2021-04-19T05:30:32.930Z,2021-04-19T05:30:32.930Z,newsletter,everyone,Memo #107: Sõpradele,,
34997633.memo-106-ootused-muudavad-reaalsust,2021-04-12T05:30:18.298Z,true,2021-04-12T05:30:18.412Z,2021-04-12T05:30:18.412Z,newsletter,everyone,Memo #106: Läbi jäise tühermaa,,
34733165.memo-105-ulekanded,2021-04-05T05:30:25.337Z,true,2021-04-05T05:30:25.373Z,2021-04-05T05:30:25.373Z,newsletter,everyone,Memo #105: Ülekanded,,
34402398.memo-104-2-sammas-kui-usalduse-moot,2021-03-29T05:30:49.233Z,true,2021-03-29T05:30:49.274Z,2021-03-29T05:30:49.274Z,newsletter,everyone,Memo #104: 2. sammas kui usalduse mõõt,,
34049273.memo-103-dropship,2021-03-22T06:30:56.265Z,true,2021-03-22T06:30:56.301Z,2021-03-22T06:30:56.301Z,newsletter,everyone,Memo #103: Dropship,,
33669038.memo-102-edasi-asum,2021-03-15T06:30:38.624Z,true,2021-03-15T06:30:38.719Z,2021-03-15T06:30:38.719Z,newsletter,everyone,"Memo #102: Edasi, Asum!",,
33336577.memo-101-,2021-03-08T06:30:47.946Z,true,2021-03-08T06:30:48.017Z,2021-03-08T06:30:48.017Z,newsletter,everyone,Memo #101: Kriisi esimene päev,,
33039475.memo-100-sada,2021-03-01T06:31:00.263Z,true,2021-03-01T06:31:00.369Z,2021-03-01T06:31:00.369Z,newsletter,everyone,Memo #100: Sada,,
32772542.memo-99-kaheks-loe,2021-02-22T06:30:53.312Z,true,2021-02-22T06:30:53.402Z,2021-02-22T06:30:53.402Z,newsletter,everyone,Memo #99: Kaheks loe,,
32531991.memo-98-pime-kuulates,2021-02-15T06:30:50.431Z,true,2021-02-15T06:30:50.517Z,2021-02-15T06:30:50.517Z,newsletter,everyone,Memo #98: Õpime kuulates,,
32261010.memo-97-klaas-kuhjaga-pooltis,2021-02-08T06:30:06.645Z,true,2021-02-08T06:30:06.740Z,2021-02-08T06:30:06.740Z,newsletter,everyone,Memo #97: Klaas kuhjaga pooltäis,,
32024793.memo-96-kas-valitsust-saab-ra-niduda,2021-02-01T06:30:50.266Z,true,2021-02-01T06:30:50.398Z,2021-02-01T06:30:50.398Z,newsletter,everyone,Memo #96: Kas valitsust saab ära nõiduda?,,
31800750.memo-95-vastulk-kurjusele,2021-01-25T06:30:59.393Z,true,2021-01-25T06:30:59.481Z,2021-01-25T06:30:59.481Z,newsletter,everyone,Memo #95: Vastulöök kurjusele,,
31584220.memo-94-,2021-01-18T06:30:07.253Z,true,2021-01-18T06:30:07.384Z,2021-01-18T06:30:07.384Z,newsletter,everyone,Memo #94: Kõrged ootused,,
31181616.memo-93-internet-ei-saa-olla-vhem,2021-01-11T06:30:08.763Z,true,2021-01-11T06:30:08.832Z,2021-01-11T06:30:08.832Z,newsletter,everyone,Memo #93: Sympathy for the devil,,
30742921.memo-92-liigutaks-jlle,2021-01-04T06:30:26.347Z,true,2021-01-04T06:30:26.432Z,2021-01-04T06:30:26.432Z,newsletter,everyone,Memo #92: Liigutame jälle,,
29134142.memo-91-uut-on-vaja,2020-12-28T06:30:55.588Z,true,2020-12-28T06:30:55.995Z,2020-12-28T06:30:55.995Z,newsletter,everyone,Memo #91: Uut on vaja,,
26487203.memo-90-kallas-krptokunst-ja-kadunud,2020-12-21T06:30:48.760Z,true,2020-12-21T06:30:48.887Z,2020-12-21T06:30:48.887Z,newsletter,everyone,"Memo #90: Kallas, krüptokunst ja kadunud kirjad",,
25122707.memo-89-oma-ngu,2020-12-14T06:30:56.127Z,true,2020-12-14T06:30:56.235Z,2020-12-14T06:30:56.235Z,newsletter,everyone,Memo #89: Oma nägu,,
22223990.memo-88-majade-vit-ja-kaotus,2020-12-07T06:30:56.053Z,true,2020-12-07T06:30:56.172Z,2020-12-07T06:30:56.172Z,newsletter,everyone,Memo #88: Majade võit ja kaotus,,
20630588.memo-87-telegram-lojaalsus-ja-naised,2020-11-30T06:30:52.068Z,true,2020-11-30T06:30:52.175Z,2020-11-30T06:30:52.175Z,newsletter,everyone,"Memo #87: Telegram, lojaalsus ja naised",,
19440880.memo-86-korruptsioonist,2020-11-23T06:30:10.204Z,true,2020-11-23T06:30:10.265Z,2020-11-23T06:30:10.265Z,newsletter,everyone,Memo #86: Korruptsioonist,,
18134854.memo-85-rgi-paremat-lugu-kui-kloun,2020-11-16T06:30:46.884Z,true,2020-11-16T06:30:46.989Z,2020-11-16T06:30:46.989Z,newsletter,everyone,Memo #85: Räägi paremat lugu kui kloun,,
18084146.memo-84-paiden,2020-11-09T06:30:06.600Z,true,2020-11-09T06:30:06.707Z,2020-11-09T06:30:06.707Z,newsletter,everyone,Memo #84: Paiden!,,
16450090.memo-83-mille-poolt-sa-oled,2020-11-02T06:30:57.857Z,true,2020-11-02T06:30:57.992Z,2020-11-02T06:30:57.992Z,newsletter,everyone,Memo #83: Mille poolt Sa oled?,,
14156450.memo-82-teeme-ise-oma-poliitika-ja,2020-10-26T06:31:02.100Z,true,2020-10-26T06:31:02.178Z,2020-10-26T06:31:02.178Z,newsletter,everyone,Memo #82: Teeme ise oma poliitika ja meedia,,
12355952.memo-81-mart-helme-karje-testid,2020-10-19T05:30:53.947Z,true,2020-10-19T05:30:54.082Z,2020-10-19T05:30:54.082Z,newsletter,everyone,Memo #81: Mart Helme karje-testid,,
9140282.memo-80-elektripardel-ja-krptopunkar,2020-10-12T05:30:51.933Z,true,2020-10-12T05:30:51.994Z,2020-10-12T05:30:51.994Z,newsletter,everyone,Memo #80: Elektripardel ja krüptopunkar,,
6564216.memo-79-kui-krvalmju-vtab-le,2020-10-05T05:30:51.244Z,true,2020-10-05T05:30:51.364Z,2020-10-05T05:30:51.364Z,newsletter,everyone,Memo #79: Kui kõrvalmõju võtab üle,,
4696326.uks-pilvelohkuja-pildiga-draft,,false,,,newsletter,everyone,,,
4694159.memo-78-reaalsusloome,2020-09-28T05:31:01.107Z,true,2020-09-28T05:31:01.206Z,2020-09-28T05:31:01.206Z,newsletter,everyone,Memo #78: Reaalsusloome,,
2707345.memo-77-ringvaade-kuidas-kaasata,2020-09-21T05:30:54.469Z,true,2020-09-21T05:30:54.834Z,2020-09-21T05:30:54.834Z,newsletter,everyone,Memo #77: ringvaade + kuidas kaasata toetajaid,,
1716349.memo-76-plip-plap-plop-lambid-katki,2020-09-14T05:30:46.213Z,true,2020-09-14T05:30:46.320Z,2020-09-14T05:30:46.320Z,newsletter,everyone,Memo #76: Plip. Plap. Plop. Lambid katki.,,
1309602.memo-75-thistamispidudest-kelbaseni,2020-09-07T05:30:46.044Z,true,2020-09-07T05:30:46.163Z,2020-09-07T05:30:46.163Z,newsletter,everyone,"Memo #75: Päästa meid kelbasest, Turovski!",,
914659.memo-74-vtame-ette-riigita,2020-08-31T05:30:45.034Z,true,2020-08-31T05:30:45.162Z,2020-08-31T05:30:45.162Z,newsletter,everyone,"Memo #74: Võtame ette, riigita",,
878783.memo-73-viimane-ndal-suvemoodi,2020-08-24T05:30:36.594Z,true,2020-08-24T05:30:36.761Z,2020-08-24T05:30:36.761Z,newsletter,everyone,Memo #73: Daami rõivas läheb poliitikasse,,
853053.memo-71-poliitilised-paarid,2020-08-17T05:30:40.628Z,true,2020-08-17T05:30:41.032Z,2020-08-17T05:30:41.032Z,newsletter,everyone,Memo #72: Poliitilised paarid,,
801056.memo-70-tehis-august,2020-08-01T19:46:39.622Z,true,2020-08-01T19:46:39.753Z,2020-08-01T19:46:39.753Z,newsletter,everyone,Varasemate Memode arhiiv,Esimesed 71 memo elavad edasi eelmise teenusepakkuja juures.,
